genres,keywords,revenue,title,vote_average,vote_count,cast,director
Mystery Thriller Drama,based on novel marriage crisis disappearance cheating husband missing person,369330363,Gone Girl,7.9,5862,Ben Affleck Rosamund Pike Carrie Coon Neil Patrick Harris Tyler Perry,David Fincher
Action Drama Mystery Thriller,paris barcelona spain assassin based on novel secret identity,214034224,The Bourne Identity,7.3,3583,Matt Damon Franka Potente Chris Cooper Clive Owen Brian Cox,Doug Liman
Adventure Action Thriller,cuba falsely accused secret identity computer virus secret base,352194034,GoldenEye,6.6,1174,Pierce Brosnan Sean Bean Izabella Scorupco Famke Janssen Joe Don Baker,Martin Campbell
Crime Drama Mystery Thriller,suicide detective based on novel bondage general,149705852,The General's Daughter,6.1,205,John Travolta Madeleine Stowe James Cromwell Timothy Hutton Leslie Stefanson,Simon West
Comedy Drama,claustrophobia hidden camera dystopia reality show make believe,264118201,The Truman Show,7.8,4537,Jim Carrey Laura Linney Noah Emmerich Natascha McElhone Ed Harris,Peter Weir
Adventure Animation Drama Family Music,moses egypt pyramid exodus kingdom,218613188,The Prince of Egypt,6.8,817,Val Kilmer Ralph Fiennes Patrick Stewart Michelle Pfeiffer Sandra Bullock,Simon Wells
Comedy Family,competition success kindergarten children unemployment,164433867,Daddy Day Care,5.6,506,Eddie Murphy Jeff Garlin Steve Zahn Regina King Kevin Nealon,Steve Carr
Action Comedy Crime,undercover undercover agent based on comic book money fugitive,131940411,2 Guns,6.6,1589,Denzel Washington Mark Wahlberg Paula Patton Bill Paxton Fred Ward,Baltasar Korm\u00e1kur
Comedy Family,fight governance puppy allergy 3d,93375151,Cats & Dogs,5,352,Jeff Goldblum Elizabeth Perkins Alexander Pollock Miriam Margolyes Tobey Maguire,Lawrence Guterman
Action Crime,venice california train station helicopter austria,176070171,The Italian Job,6.6,1919,Mark Wahlberg Charlize Theron Edward Norton Seth Green Jason Statham,F. Gary Gray
Romance Comedy,new york parish hall romantic comedy lawyer billionaire,93354918,Two Weeks Notice,5.9,487,Sandra Bullock Hugh Grant Alicia Witt Dana Ivey Robert Klein,Marc Lawrence
Adventure Animation Comedy Family,general hero worker ant work,171757863,Antz,6,1272,Woody Allen Dan Aykroyd Anne Bancroft Danny Glover Gene Hackman,Eric Darnell
Comedy Romance,island married couple yoga tahiti couples therapy,171844840,Couples Retreat,5.3,588,Vince Vaughn Malin \u00c5kerman Jason Bateman Kristen Bell Jon Favreau,Peter Billingsley
Adventure,stock-car-race daytona car crash,157920733,Days of Thunder,5.9,353,Tom Cruise Robert Duvall Nicole Kidman Randy Quaid Cary Elwes,Tony Scott
Comedy,holiday lake big family father labor pain,129181830,Cheaper by the Dozen 2,5.7,526,Steve Martin Eugene Levy Bonnie Hunt Tom Welling Jonathan Bennett,Adam Shankman
Action,based on novel resistance maze post-apocalyptic dystopia,311256926,Maze Runner: The Scorch Trials,6.4,3040,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Giancarlo Esposito Aidan Gillen,Wes Ball
Drama,indonesia female protagonist india divorce bali,204594016,Eat Pray Love,5.8,636,Julia Roberts James Franco Javier Bardem Billy Crudup Richard Jenkins,Ryan Murphy
Comedy Drama Romance Fantasy,workaholic second chance guardian angel christmas career vs family,0,The Family Man,6.5,521,Nicolas Cage T\u00e9a Leoni Don Cheadle Saul Rubinek Amber Valletta,Brett Ratner
Action Adventure Comedy Crime Thriller,cia retirement shot to death sniper rifle retired,71664962,RED,6.6,2808,Bruce Willis John Malkovich Helen Mirren Mary-Louise Parker Karl Urban,Robert Schwentke
Drama,american football trainer training american football coach sport,100230832,Any Given Sunday,6.8,422,Al Pacino Cameron Diaz Dennis Quaid James Woods Jamie Foxx,Oliver Stone
Drama Romance,love triangle new york montana attachment to nature confidence,186883563,The Horse Whisperer,6.7,292,Robert Redford Kristin Scott Thomas Sam Neill Scarlett Johansson Dianne Wiest,Robert Redford
Drama Crime Thriller,california taxi assassin hostage taxi driver,217764291,Collateral,7,1451,Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg,Michael Mann
Action Fantasy Adventure,egypt temple,165333180,The Scorpion King,5.3,779,Dwayne Johnson Kelly Hu Michael Clarke Duncan Steven Brand Bernard Hill,Chuck Russell
Drama Action Thriller,ledge practical joke,74541707,Ladder 49,6.2,207,Joaquin Phoenix John Travolta Jacinda Barrett Robert Patrick Morris Chestnut,Jay Russell
Crime Drama Thriller,based on novel sniper investigation police quarry,218340595,Jack Reacher,6.3,2998,Tom Cruise Rosamund Pike Richard Jenkins David Oyelowo Werner Herzog,Christopher McQuarrie
Action Science Fiction Thriller,shark attack shark alzheimer's disease killer shark no opening credits,73648228,Deep Blue Sea,5.6,604,Thomas Jane Saffron Burrows LL Cool J Michael Rapaport Samuel L. Jackson,Renny Harlin
Music Documentary,pop star music concert aftercreditsstinger duringcreditsstinger,0,This Is It,6.7,247,Michael Jackson Orianthi Kenny Ortega Dorian Holley Patrick Woodroffe,Kenny Ortega
Drama Thriller Science Fiction,saving the world mutation infection terminal illness quarantine,137551594,Contagion,6.2,1325,Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard,Steven Soderbergh
Comedy Adventure Crime,money delivery fool australia hoodlum kangaroo,0,Kangaroo Jack,4.3,203,Jerry O'Connell Anthony Anderson Estella Warren Christopher Walken Michael Shannon,David McNally
Animation Family,dream eye stuffed animal parallel world button,124596398,Coraline,7.3,1386,Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David,Henry Selick
Thriller Science Fiction,tree natural disaster crisis park strange behavior,163403799,The Happening,4.9,950,Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley,M. Night Shyamalan
Action Drama Thriller Crime,mexico cia kidnapping diary bible,130293714,Man on Fire,7.3,1553,Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken,Tony Scott
Comedy Family,father son relationship parents kids relationship workaholic wife husband relationship transformation,61112916,The Shaggy Dog,4.5,137,Tim Allen Kristin Davis Danny Glover Spencer Breslin Robert Downey Jr.,Brian Robbins
Comedy Crime,informant jumping from a rooftop surveillance footage,170268750,Starsky & Hutch,5.6,644,Ben Stiller Owen Wilson Snoop Dogg Fred Williamson Vince Vaughn,Todd Phillips
Family Comedy,holiday christmas party santa claus toy puppet,129832389,Jingle All the Way,5.5,575,Arnold Schwarzenegger Phil Hartman Sinbad Rita Wilson Jake Lloyd,Brian Levant
Fantasy Action Science Fiction,black magic fistfight cover-up superhero paranormal phenomena,99318987,Hellboy,6.5,2225,Ron Perlman Selma Blair Rupert Evans John Hurt Jeffrey Tambor,Guillermo del Toro
Drama,success advancement right and justice leukemia lawyer,56702901,A Civil Action,6.1,109,John Travolta Robert Duvall Tony Shalhoub William H. Macy Zeljko Ivanek,Steven Zaillian
Family Animation Adventure Comedy,medium stop motion curse jock ghost,107139399,ParaNorman,6.7,789,Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland Anna Kendrick Casey Affleck,Sam Fell
Action Thriller Adventure Crime,fbi cold war hitman,159330280,The Jackal,6.1,527,Bruce Willis Richard Gere Sidney Poitier Diane Venora J.K. Simmons,Michael Caton-Jones
Action Adventure Mystery Science Fiction Thriller,prophecy engineer scientist millionaire,96269812,Paycheck,5.9,581,Ben Affleck Aaron Eckhart Uma Thurman Paul Giamatti Colm Feore,John Woo
Drama Romance,miami television career vitamin b reporter,0,Up Close & Personal,5.9,50,Robert Redford Michelle Pfeiffer Stockard Channing Joe Mantegna Kate Nelligan,Jon Avnet
Adventure Animation Family,loyalty totalitarian regime mouse forgiveness honor,50877145,The Tale of Despereaux,5.8,258,Matthew Broderick Dustin Hoffman Emma Watson Tracey Ullman Kevin Kline,Robert Stevenhagen
Thriller Action Comedy Science Fiction,bomb intelligence chauffeur wound secret agent,0,The Tuxedo,5.3,483,Jackie Chan Jennifer Love Hewitt Jason Isaacs Debi Mazar Ritchie Coster,Kevin Donovan
Action Thriller,terrorist pentagon satellite navy seal train,104324083,Under Siege 2: Dark Territory,5.6,210,Steven Seagal Eric Bogosian Everett McGill Katherine Heigl Morris Chestnut,Geoff Murphy
Action Drama Thriller,london england corruption cia terrorist sniper,50549107,Jack Ryan: Shadow Recruit,5.9,1173,Chris Pine Keira Knightley Kevin Costner Kenneth Branagh Lenn Kudrjawizki,Kenneth Branagh
Drama Comedy,factory inventor strong woman biography based on true story,101134059,Joy,6.4,1581,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,David O. Russell
Action Crime Thriller,london england terrorist terrorist attack,205754447,London Has Fallen,5.8,1621,Gerard Butler Aaron Eckhart Morgan Freeman Angela Bassett Melissa Leo,Babak Najafi
Science Fiction Horror Action,android mercenary dystopia sequel alien,162000000,Alien: Resurrection,5.9,1365,Sigourney Weaver Winona Ryder Brad Dourif Ron Perlman Michael Wincott,Jean-Pierre Jeunet
Action Drama Mystery Thriller Crime,corruption sniper senator conspiracy of murder childlessness,95696996,Shooter,6.9,1462,Mark Wahlberg Michael Pe\u00f1a Danny Glover Kate Mara Elias Koteas,Antoine Fuqua
Animation Comedy Family Fantasy,based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger,108255770,The Boxtrolls,6.6,668,Ben Kingsley Isaac Hempstead-Wright Elle Fanning Dee Bradley Baker Toni Collette,Anthony Stacchi
Drama Fantasy Comedy,witch magic sorcery love curse,46683377,Practical Magic,6.3,338,Sandra Bullock Nicole Kidman Evan Rachel Wood Goran Visnjic Stockard Channing,Griffin Dunne
Adventure Animation Comedy Family Fantasy,father son relationship creativity friendship part live action toys,469160692,The Lego Movie,7.5,3070,Chris Pratt Will Ferrell Elizabeth Banks Will Arnett Nick Offerman,Phil Lord
Action Comedy,ransom press conference ship miss america fbi agent,0,Miss Congeniality 2: Armed and Fabulous,5.3,425,Sandra Bullock Regina King Enrique Murciano William Shatner Eileen Brennan,John Pasquin
Adventure Action Fantasy,dragon evolution fire chief animated map theatre audience,43061982,Reign of Fire,6,669,Christian Bale Matthew McConaughey Izabella Scorupco Gerard Butler Alexander Siddig,Rob Bowman
Crime Drama Action Thriller,los angeles gangster,105200903,Gangster Squad,6.2,1778,Josh Brolin Ryan Gosling Nick Nolte Emma Stone Sean Penn,Ruben Fleischer
Comedy Adventure,temple slavery stone age circumcision hebrews,62357900,Year One,4.6,524,Jack Black Michael Cera Olivia Wilde Oliver Platt David Cross,Harold Ramis
Drama History,stadium south africa apartheid nelson mandela sport,122233971,Invictus,7,1125,Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern,Clint Eastwood
Action,corruption assassination detective journalist assassin,87784194,State of Play,6.7,484,Russell Crowe Ben Affleck Rachel McAdams Robin Wright Jason Bateman,Kevin Macdonald
Romance Comedy Crime,spy,60000000,Duplicity,5.7,201,Clive Owen Julia Roberts Paul Giamatti Tom Wilkinson Lisa Roberts Gillan,Tony Gilroy
Comedy Drama Family Science Fiction,alien martian based on tv series fish out of water,36850101,My Favorite Martian,5.1,80,Jeff Daniels Elizabeth Hurley Daryl Hannah Christopher Lloyd Wallace Shawn,Donald Petrie
Action Thriller Crime,usa president agent,77920346,The Sentinel,5.8,225,Michael Douglas Kiefer Sutherland Eva Longoria Martin Donovan Kim Basinger,Clark Johnson
Science Fiction Animation Family Comedy Adventure,flying saucer alien life-form spaceship alien alien planet,104945765,Planet 51,5.6,556,Dwayne Johnson Seann William Scott Jessica Biel Justin Long Gary Oldman,Jorge Blanco
Science Fiction Action Adventure Thriller,clone assassination ambush federation starfleet,67312826,Star Trek: Nemesis,6.1,479,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,Stuart Baird
Crime Comedy Romance,california assassin infidelity fetish hitman,119940815,Intolerable Cruelty,5.8,391,George Clooney Catherine Zeta-Jones Edward Herrmann Geoffrey Rush Richard Jenkins,Joel Coen
Drama Romance,women baseball pitcher home run aging,0,Trouble with the Curve,6.6,366,Clint Eastwood Amy Adams Justin Timberlake John Goodman Matthew Lillard,Robert Lorenz
Crime Drama Mystery Thriller,murder violence death of daughter homicide detective,74901339,Edge of Darkness,6.2,487,Mel Gibson Ray Winstone Danny Huston Shawn Roberts Denis O'Hare,Martin Campbell
Horror Mystery Thriller,chicago based on novel monster museum pile of dead bodies,33956608,The Relic,5.8,130,Penelope Ann Miller Tom Sizemore Linda Hunt James Whitmore Clayton Rohner,Peter Hyams
Comedy Crime,prison gold therapist gangster,55003135,Analyze That,5.7,380,Robert De Niro Billy Crystal Lisa Kudrow Joe Viterelli Cathy Moriarty,Harold Ramis
Action Crime Drama Thriller,revenge murder plot twist dirty cop,73174566,Righteous Kill,5.9,375,Robert De Niro Carla Gugino 50 Cent Al Pacino Donnie Wahlberg,Jon Avnet
Action Crime Drama Thriller,assassin loss of family autism fbi bangkok,0,Mercury Rising,6,368,Bruce Willis Alec Baldwin Miko Hughes Chi McBride Kim Dickens,Harold Becker
Drama,newspaper cello musical violin los angeles,31720158,The Soloist,6.6,234,Robert Downey Jr. Jamie Foxx Catherine Keener Nelsan Ellis Michael Bunin,Joe Wright
Fantasy Drama,competition world war i great depression caddy savannah,39459427,The Legend of Bagger Vance,6.3,251,Matt Damon Bruce McGill Charlize Theron Will Smith Joel Gretsch,Robert Redford
Drama Music,hotel room san diego drug addiction stewardess overdose,47383689,Almost Famous,7.4,797,Kate Hudson Billy Crudup Frances McDormand Jason Lee Patrick Fugit,Cameron Crowe
Animation Comedy Family,london england cat mistake in person luxury wretch,141702264,Garfield: A Tail of Two Kitties,5.1,464,Bill Murray Jennifer Love Hewitt Billy Connolly Ian Abercrombie Breckin Meyer,Tim Hill
Action Adventure Crime Drama Mystery,washington d.c. helicopter usa president general coup d'etat,71073932,xXx: State of the Union,4.7,549,Ice Cube Samuel L. Jackson Willem Dafoe Scott Speedman Peter Strauss,Lee Tamahori
Action Science Fiction Fantasy Thriller Horror,vampire crucifixion post-apocalyptic dystopia vampire hunter,78309131,Priest,5.4,692,Paul Bettany Karl Urban Cam Gigandet Maggie Q Lily Collins,Scott Stewart
Family Animation Adventure,prince water monster,26288320,Sinbad: Legend of the Seven Seas,6.6,372,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer Joseph Fiennes Dennis Haysbert,Tim Johnson
Horror Science Fiction Mystery,space marine nudity nightmare hallucination cryogenics,26673242,Event Horizon,6.5,742,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
Drama,pregnancy and birth voice dragonfly car crash jungle,52322400,Dragonfly,6.1,204,Kevin Costner Joe Morton Ron Rifkin Susanna Thompson Kathy Bates,Tom Shadyac
Drama,pornography observer los angeles murder hunt,49111202,The Black Dahlia,5.7,287,Josh Hartnett Scarlett Johansson Aaron Eckhart Hilary Swank Mia Kirshner,Brian De Palma
Action Adventure Drama History Romance,world war i biplane,17800000,Flyboys,6.3,271,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
Action Drama Thriller,prison general,27642707,The Last Castle,7,285,Robert Redford James Gandolfini Mark Ruffalo Steve Burton Delroy Lindo,Rod Lurie
Horror Science Fiction Thriller,black people starships future star supernova,14828081,Supernova,4.9,109,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
Drama Fantasy Mystery Romance,based on novel,30800231,Winter's Tale,6,487,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
Action Adventure Drama Mystery Romance,angel vampire werewolf warlock downworlder,90565421,The Mortal Instruments: City of Bones,6.2,1602,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Comedy Science Fiction Adventure Family,new york captain starships new love earth,50650079,Meet Dave,5,371,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Drama Horror Thriller,based on novel water remake teacher divorce,25473093,Dark Water,5.3,274,Jennifer Connelly John C. Reilly Tim Roth Dougray Scott Pete Postlethwaite,Walter Salles
Comedy,tv show tv station simulated reality  reality tv tv star,0,Edtv,5.7,166,Matthew McConaughey Woody Harrelson Sally Kirkland Jenna Elfman Martin Landau,Ron Howard
Adventure Family Fantasy,book fairy tale eavesdropping adventure writer's block,57490374,Inkheart,6,592,Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany,Iain Softley
